Unnamed: 0,Name_total,Label_total,Prediction_total,fold
0,3SGB__3523,2.9891605,2.6345721683131145,1
1,1H9D__1097,2.0774672,1.197650580366682,1
2,1PPF__1693,0.34582213,0.2429603606283301,1
3,3SGB__3499,1.6076903,1.7645811571426948,1
4,1A22__110,0.27845457,1.7996953999388556,1
5,1IAR__1130,3.7547178,1.53398103697622,1
6,1EMV__894,0.9219699,1.344134131841663,1
7,1R0R__1848,-0.6954318,-0.2189806112873853,1
8,1PPF__1674,-0.49266446,2.887838967377568,1
9,1PPF__1728,-0.018343631,0.0717427705415085,1
10,1KTZ__1353,0.86157036,1.9285127391487584,1
11,3SGB__3521,-0.013389315,-1.1085316688041578,1
12,1JTG__1231,2.561484,1.624709611528165,1
13,1GC1__1055,0.10526757,0.2023718178476468,1
14,1R0R__1926,1.1732311,1.7943218755411663,1
15,1PPF__1608,2.1206496,1.1541921400743478,1
16,1Z7X__2150,2.6241355,2.7840025966049726,1
17,1A22__61,0.15543823,1.1440693516295215,1
18,1R0R__1849,0.31460878,1.48463527468787,1
19,3SGB__3559,-0.24187581,0.3756935215069854,1
20,1R0R__1935,0.66873926,0.5079328759694772,1
21,1PPF__1678,0.6045564,0.1615466675235242,1
22,1R0R__1910,0.344642,0.6633281431967615,1
23,3SGB__3599,0.2939711,0.396212910407207,1
24,3SGB__3602,4.956134,3.4200237785495804,1
25,3SGB__3453,-0.4531886,-0.2861097734986538,1
26,3SGB__3459,0.43018958,0.2193963838558005,1
27,1PPF__1621,1.1791041,1.6003295919297125,1
28,1R0R__1834,-0.79452187,-0.3498016582200038,1
29,1R0R__1924,0.94539875,0.2699558139873639,1
30,1KTZ__1338,2.3430545,1.9021752388692943,1
31,1R0R__1961,5.474549,5.193324010324895,1
32,1PPF__1680,-1.0183489,1.064088709749461,1
33,2WPT__2515,4.5031695,1.3687498165880536,1
34,1PPF__1675,7.5441813,4.790544854861562,1
35,1A22__134,0.15543823,0.0672326825122325,1
36,1CT4__728,-3.0401776,-2.172778492131521,1
37,1IAR__1128,0.426889,1.4359726488375533,1
38,2VLQ__2508,-3.880681,-0.3915197815700446,1
39,1EMV__919,-0.27772808,1.0866394065859406,1
40,2FTL__2279,7.0272107,8.295088136009623,1
41,1PPF__1589,1.127554,0.9774551485454236,1
42,2SIC__2498,-0.24021861,0.7035400808974581,1
43,1SBN__1975,-0.3099994,1.0495955456158266,1
44,1F47__947,2.2953265,1.383538540124032,1
45,1R0R__1780,3.0729842,1.683998018755125,1
46,1BRS__419,6.8208556,5.762350842698216,1
47,1A22__162,0.34823537,1.4397569420655023,1
48,1A22__88,0.31437176,0.998057229409614,1
49,3SGB__3486,2.611657,1.6566233623605733,1
50,3SGB__3619,1.9436082,2.881439627844489,1
51,3SGB__3548,0.31183532,1.018957224007264,1
52,3SGB__3537,4.158235,3.430631884211631,1
53,3SGB__3551,0.579437,0.4269493775083141,1
54,1A4Y__196,0.24526079,0.7058371598033393,1
55,1TM1__1995,1.2561543,1.03331505980082,1
56,1R0R__1894,-0.21651737,0.2594441927202214,1
57,2G2U__2327,2.3017445,0.8695304143505165,1
58,1A22__131,0.34823537,0.4616313333978599,1
59,1PPF__1731,-0.34960973,-0.2698763259599744,1
60,3SGB__3600,3.5919626,2.4877729452178663,1
61,1AK4__222,1.3641711,1.9504600483311176,1
62,3SGB__3514,-0.6595436,-0.82826249693724,1
63,1BRS__418,4.550591,5.62045996857627,1
64,1PPF__1701,0.09338758,-0.4520008429786829,1
65,1R0R__1809,1.8495139,1.5690641856153202,1
66,1JTG__1230,-1.9827645,-0.4392335407003713,1
67,2HRK__2335,0.7210697,0.7846616489805507,1
68,1R0R__1799,2.7119977,2.5638189485257934,1
69,1PPF__1733,0.22063163,-0.0366629301222963,1
70,1R0R__1896,0.344642,0.3365172690558937,1
71,1FFW__996,0.71329606,0.757748768608829,1
72,1XD3__2077,0.0,1.4778283181954834,1
73,1PPF__1683,-0.53300625,0.718246667690546,1
74,1LFD__1354,-0.5790618,0.0954421441269893,1
75,1EMV__926,-0.24112797,0.2495464767395972,1
76,1GC1__1031,0.28255463,0.8880912770983661,1
77,1AK4__213,2.1339338,1.9621124978335496,1
78,1R0R__1944,-0.87882835,2.040523327189109,1
79,1XD3__2083,1.344086,0.0960782356381827,1
80,1PPF__1712,-1.525053,-0.955581217463613,1
81,1EAW__890,0.5021536,0.876857110393143,1
82,1PPF__1684,0.8715067,0.4509895658679053,1
83,1IAR__1113,-0.014812071,0.238804072959238,1
84,1PPF__1584,0.105603516,0.3182765557939368,1
85,1Z7X__2140,0.3374211,1.864480724464022,1
86,1A4Y__175,-0.3099994,0.9632016764114472,1
87,1A4Y__169,-0.3227247,1.1979841340951665,1
88,2O3B__2469,4.073704,3.198241450384638,1
89,2G2U__2319,-0.95614195,-0.3145202081279791,1
90,1R0R__1810,1.8898556,2.03637915389548,1
91,1R0R__1776,-2.2429996,0.4422481366869404,1
92,1R0R__1852,2.177368,3.011675833199806,1
93,3SGB__3538,3.2047203,2.99959228546504,1
94,1BRS__410,2.2351797,1.5497435561472277,1
95,3SGB__3507,0.032206405,-0.6288381929015606,1
96,1KTZ__1349,4.48436,0.7972871847598696,1
97,3SGB__3494,2.805796,2.125144783413186,1
98,1KAC__1306,-0.7933806,0.5031683720507625,1
99,1PPF__1766,4.6970696,4.02997631343956,1
100,1PPF__1703,-1.6513598,-1.8592046884513296,1
101,1FFW__988,0.63914293,1.4407292884122749,1
102,1JTG__1261,-0.38275692,1.1906927720571077,1
103,4CPA__3707,0.5019833,2.244455944146471,1
104,3SGB__3447,0.04153655,-0.0937263727096261,1
105,1FCC__978,3.7731838,2.4409892084210427,1
106,3SGB__3532,0.43018958,1.4750798179581457,1
107,3SGB__3477,2.2751536,1.1983168383109457,1
108,1Y1K__2110,-2.7283423,-1.2772462765634782,1
109,1EAW__870,-0.42881265,0.904844745432696,1
110,2G2U__2312,1.7170486,1.0498649696461797,1
111,1PPF__1590,0.017792689,0.0954124845108587,1
112,1PPF__1752,2.4808543,2.305515746005609,1
113,1R0R__1925,0.82332456,0.3532264774487051,1
114,1PPF__1685,2.6217687,1.0751456904749377,2
115,1XD3__2084,0.30263966,0.8321847634097699,2
116,1R0R__1912,2.0894363,1.0254901823168376,2
117,1JTG__1251,3.2497003,1.8891253896540936,2
118,1JTG__1239,4.0619283,1.2799849675070327,2
119,1R0R__1946,3.2540267,3.0936560801414714,2
120,1R0R__1837,1.1239525,-0.300316871152203,2
121,1PPF__1627,3.306267,2.0397416975427656,2
122,2B12__2203,-1.5754839,-0.0373316066936334,2
123,1BRS__407,-0.32587606,1.9397224283202328,2
124,1PPF__1670,3.306267,3.970205848534645,2
125,1A22__34,0.41065642,0.7350434772399392,2
126,1A22__60,-0.48639154,0.3623247889910382,2
127,1R0R__1918,-0.050451912,0.2937467919542602,2
128,1PPF__1659,-0.08952337,1.5737474653720482,2
129,1CSE__722,2.9825015,1.8985357879016087,2
130,1KTZ__1347,0.77311945,0.8770973813721701,2
131,1BRS__432,3.470544,2.351409197654616,2
132,3SGB__3529,1.7138757,2.736987549589325,2
133,3BTH__2850,-8.781781,-5.387263801757536,2
134,1PPF__1612,3.2103827,1.8173269866024624,2
135,2WPT__2536,0.11930191,1.0436229610975096,2
136,4CPA__3700,2.5961404,1.4406036764820378,2
137,2VLO__2506,-1.9605148,-0.8771304690025641,2
138,1BRS__422,5.3809495,2.624101635346704,2
139,1AK4__227,2.3559217,1.795622908264418,2
140,1A22__89,0.2956283,0.78794709497505,2
141,3SGB__3575,0.31183532,0.3563320594227543,2
142,3SGB__3513,-1.1662476,-0.9264399012434557,2
143,1PPF__1736,4.9236784,3.074350124897524,2
144,3SGB__3535,2.603541,2.6029179336090165,2
145,1R0R__1922,0.344642,0.9035007251672056,2
146,1A22__158,0.5143008,0.8600889562203609,2
147,3SGB__3623,0.16878061,0.8557122617288578,2
148,1F47__942,1.1393417,2.5536383959305726,2
149,1A22__24,0.0,0.6910228499022443,2
150,3SGB__3597,-0.023633696,0.3808472301028029,2
151,1A22__39,1.6927218,0.7702306525087447,2
152,1PPF__1725,-0.75961477,-0.0078545115448418,2
153,1R0R__1947,5.771293,4.540756673853659,2
154,1GC1__1056,-0.41065642,0.9087599562934172,2
155,1A22__149,0.11091385,0.6958195357649579,2
156,1F47__941,1.7336587,1.928823737650028,2
157,1EMV__929,-0.109472424,0.4340867664814947,2
158,2FTL__2283,8.864103,8.162591491066964,2
159,3SGB__3598,0.31183532,0.3930933267423592,2
160,1R0R__1956,5.616447,4.081366865391081,2
161,1BRS__427,5.564701,3.0746062061071777,2
162,3SGB__3509,-0.725558,-0.2722247963208573,2
163,1PPF__1768,3.6438136,3.869447278758584,2
164,1A22__35,-0.47307748,0.1253738320568093,2
165,3SGB__3539,3.0401776,3.351917040100222,2
166,1R0R__1801,1.5712368,1.3034921363480074,2
167,1PPF__1602,1.4026328,1.0727135770382674,2
168,1TM5__2007,-1.0276679,-2.519061627462196,2
169,1R0R__1790,0.20706579,0.1825576022196885,2
170,1A22__117,1.6426257,0.8146535332117459,2
171,1PPF__1671,7.1845417,5.081063240528232,2
172,1Z7X__2141,1.3213246,1.04859983337723,2
173,1EAW__874,-0.8225061,0.7665650705593808,2
174,3SGB__3601,2.9262657,2.3338870044885334,2
175,1KTZ__1339,1.8168123,2.0380513614329443,2
176,1B2U__316,-5.046028,-2.5359017938881894,2
177,1PPF__1585,-0.07295021,-0.440153364105215,2
178,1R0R__1932,0.52568454,1.4406945519184262,2
179,2G2U__2307,0.2758273,0.6228616717304625,2
180,1JTG__1259,-0.45580518,0.2860753927425775,2
181,1PPF__1662,5.1694956,2.648992293158856,2
182,1PPF__1620,0.23538224,1.8968083157828908,2
183,1R0R__1929,3.213685,1.8778544290900443,2
184,1MAH__1401,8.13113,2.161746187351505,2
185,1IAR__1106,3.1128292,1.1296898749719462,2
186,2WPT__2511,-3.4034023,-0.2662302158284434,2
187,1KAC__1307,-1.2527592,0.0029111648034006,2
188,1FC2__960,1.4339519,2.4228316926689524,2
189,3SGB__3579,-0.5005508,-0.0087159955055077,2
190,3SGB__3473,0.16878061,1.2614825016997908,2
191,1PPF__1588,0.32947758,0.022499196020494,2
192,2FTL__2282,11.171452,9.018252776790888,2
193,1S1Q__1966,0.96552116,1.0308123034686476,2
194,2SIC__2497,0.0,0.5954563585378224,2
195,3SGB__3455,0.16878061,-0.572327169621203,2
196,3SGB__3460,2.0356457,0.8907169743431117,2
197,1PPF__1677,-1.6455227,0.5171684689166005,2
198,1PPF__1591,-0.40133756,-0.1576951756404919,2
199,3SGB__3448,0.47637805,0.4116816874594675,2
200,1R0R__1923,0.11502811,0.42997987462253,2
201,1PPF__1704,-0.44869977,-0.8625902260110428,2
202,1R0R__1831,-0.6156695,-0.2880245779761963,2
203,1PPF__1635,2.8123996,2.0694242755971604,2
204,1PPF__1592,0.9154713,0.3371299249916124,2
205,1EMV__910,3.4192789,2.184701738581815,2
206,1A22__161,2.7848089,0.6230144870209595,2
207,3SGB__3533,3.399817,3.6688133019009297,2
208,1TM1__1994,0.056466706,0.9560738491715092,2
209,1PPF__1618,1.530076,1.0133561225407797,2
210,2PCB__2476,0.82131284,0.9981366616661004,2
211,3SGB__3604,3.6393247,2.63307442610786,2
212,1EMV__937,1.0893401,1.562034477322285,2
213,2J0T__2345,4.289029,2.350239252112533,2
214,3SGB__3469,1.9436082,0.5526197438299317,2
215,1TM1__1988,2.9246554,1.8844201579571311,2
216,1GC1__1045,1.0560203,1.2443189935080743,2
217,1PPF__1619,1.2488849,1.1486255941421808,2
218,1PPF__1699,-1.4290054,-1.0157284773886566,2
219,1R0R__1806,3.1751528,2.2579463589799373,2
220,2O3B__2467,5.3983636,2.435635067228185,2
221,4CPA__3705,1.2793907,0.5511633675624158,2
222,3SGB__3561,-0.10867909,0.3619482256073018,2
223,1A22__70,-0.15484607,1.1567264051601949,2
224,3SGB__3609,2.4713392,2.409611539454769,2
225,3SGB__3528,5.0034957,4.195565905163972,2
226,1R0R__1842,-0.53088915,-0.3715720319574604,2
227,1PPF__1718,0.46085024,0.3581706103855495,3
228,3SGB__3603,4.797141,3.039116636319032,3
229,2SIC__2500,0.71329606,0.0077966330125746,3
230,1H9D__1098,0.94020057,2.19798899930534,3
231,1A22__105,0.017173724,0.4967167493368963,3
232,1GL1__1083,4.259237,0.9483404987287732,3
233,1KTZ__1333,2.0737526,1.4931469638554993,3
234,2WPT__2522,2.9276857,0.340389844167318,3
235,1EMV__930,0.7284602,1.290758910338514,3
236,1A22__80,0.081285074,0.4091201085393177,3
237,1R0R__1901,1.1024064,0.6072296764706875,3
238,1KTZ__1334,3.4266386,1.97579091300604,3
239,1A4Y__177,4.2524276,1.2503241056080072,3
240,1PPF__1765,5.3671613,5.574547859301643,3
241,2FTL__2272,2.2143898,3.602439237540857,3
242,3SGB__3615,2.4662097,2.352143320027285,3
243,1A22__52,0.41065642,1.836633312213348,3
244,3SGB__3633,2.7605486,3.2748258826345475,3
245,1R0R__1851,4.539324,2.708474717830004,3
246,2WPT__2517,0.49740836,1.219091418928197,3
247,1R0R__1948,4.618198,4.588153833771601,3
248,1JTG__1229,-1.3409348,-0.0102924010423695,3
249,1R0R__1830,-0.6100001,0.0877927609015657,3
250,1A4Y__174,0.67943245,0.7991317554481274,3
251,1SBB__1972,-0.09132688,1.3672693667812863,3
252,1PPF__1615,1.8462117,1.3150206454369178,3
253,1FCC__971,0.27225083,1.141629241393212,3
254,1PPF__1687,1.0943238,0.2030173897457725,3
255,3SGB__3569,-0.023633696,-0.2530543745322218,3
256,2WPT__2534,0.52622044,0.9444990179216514,3
257,1TM1__1992,2.2329054,1.5650089517989076,3
258,1EAW__873,-0.014480199,0.7196528099322517,3
259,1TM1__2004,4.6809673,2.7598655284286364,3
260,1ACB__202,5.0208483,4.822607354520422,3
261,1A22__26,0.790924,0.8597426432435443,3
262,1KTZ__1346,2.201497,1.733651417319936,3
263,1R0R__1793,2.3715823,1.6932589616809617,3
264,1F47__950,-0.04559572,1.3371827569842485,3
265,1PPF__1755,6.419518,3.949057235630857,3
266,1UUZ__2014,1.7748275,1.6332516267830477,3
267,1GC1__1064,0.29268223,0.0273720774871384,3
268,1BRS__428,1.8576298,2.281685719750857,3
269,3SGB__3517,-0.6926964,0.0459638328876746,3
270,1F47__951,0.86936694,1.749795961740857,3
271,1R0R__1900,-1.414623,0.1399438683111817,3
272,1Y34__2112,-3.0542183,-1.608499533824515,3
273,1KTZ__1330,1.6630963,1.7525391145953668,3
274,1R0R__1951,3.4711196,3.349554329812696,3
275,1R0R__1804,1.2821743,2.346487355657568,3
276,1PPF__1606,0.69046414,0.9716461916699703,3
277,1R0R__1798,0.7369973,0.6642432117915342,3
278,1PPF__1672,3.0920286,2.1974985959163944,3
279,3SGB__3531,3.182076,2.6048112324621027,3
280,3SGB__3578,-0.31041327,-0.2138511078654952,3
281,1GL0__1082,-0.56959,-2.1096886004985578,3
282,1GC1__1072,-0.14889173,0.4572931121195634,3
283,1FFW__990,3.6459398,1.2530621878164327,3
284,3SGB__3492,2.5250134,2.9543144396909145,3
285,3SGB__3630,3.158532,2.987100156140458,3
286,1IAR__1112,0.13947128,0.1461503418261888,3
287,1A22__49,-0.18216991,0.6096280622159694,3
288,1JTG__1284,-0.40694198,1.4969671157414397,3
289,1EMV__907,0.8481252,2.4438648826577194,3
290,1EMV__921,0.17317432,0.1040407336364755,3
291,1PPF__1742,3.3887732,2.4326113804137326,3
292,2G2U__2322,1.7852217,1.8689705530898144,3
293,1PPF__1593,1.9954592,0.9284744852673172,3
294,1SMF__1987,2.0460517,2.552451403266718,3
295,1PPF__1737,3.0410116,2.6767765411436457,3
296,1PPF__1692,0.5528879,-0.2413618118617038,3
297,1EMV__931,0.8999665,1.562884705658754,3
298,1R0R__1927,0.81319696,1.288377740152496,3
299,1A4Y__172,0.17043781,0.4920356874620081,3
300,2A9K__2153,2.3176858,0.8503575251285184,3
301,3SGB__3563,-0.32742262,-0.4472031492780874,3
302,1R0R__1959,4.470017,4.542388152677708,3
303,2WPT__2532,-0.14954314,0.4010447365493838,3
304,1PPF__1740,1.6936487,2.036774183332645,3
305,3BP8__2605,0.7089873,1.5854140083255166,3
306,1R0R__1867,0.44681063,1.555390080184349,3
307,1R0R__1797,1.7088131,1.924831456284446,3
308,1KTZ__1332,1.9408518,1.7406011016296408,3
309,3BK3__2564,0.65087503,1.0445322367203482,3
310,1A22__55,-0.44731462,0.5519965222045117,3
311,1H9D__1099,2.3043716,1.3882745592809802,3
312,1R0R__1775,4.577856,0.8915212830094994,3
313,2SIC__2495,0.21785927,0.0208254498850464,3
314,2PCB__2480,0.6760073,0.9220225560126584,3
315,1JTG__1257,0.738821,1.811930470275288,3
316,1A4Y__179,0.3002651,1.031293876699421,3
317,1R0R__1942,0.93717015,1.3086806058516305,3
318,1PPF__1750,1.4817438,2.1799778031271257,3
319,1R0R__1937,0.017864227,2.144620967623609,3
320,1R0R__1789,-0.9535147,-0.35915512119288,3
321,1A4Y__188,0.10065702,1.1785002370240518,3
322,1TM1__2000,2.0990736,1.780077492984089,3
323,1LFD__1370,1.1793077,0.640769016768007,3
324,2SIC__2496,1.6043897,0.0377444457783396,3
325,1EMV__928,-0.5401385,1.1899908752661204,3
326,3SGB__3621,2.9118733,3.164621976318962,3
327,1FFW__991,0.033863615,0.8403538025158919,3
